risk_group,model,repeat,fold,county_count,train_count,test_count,inner_splits,best_parameters,mae,rmse,r2,spearman
Medium,median_baseline,3,5,404,324,80,0,{},0.014410562167624999,0.017633307497997623,-0.001460636541060767,
Medium,elastic_net,3,5,404,324,80,3,"{""regressor__regressor__model__alpha"": 0.1, ""regressor__regressor__model__l1_ratio"": 0.1}",0.011916643519143826,0.014768820918785916,0.2974811683230073,0.6005860290670417
Medium,gradient_boosted_trees,3,5,404,324,80,3,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 200, ""model__subsample"": 0.7}",0.010210149400454753,0.012463832967429379,0.4996550025426221,0.745335208626348
High + Very High,median_baseline,1,1,173,138,35,0,{},0.015838154126657143,0.020490088660659694,-0.02281699426925532,
High + Very High,elastic_net,1,1,173,138,35,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.015036369668822092,0.018862557514971987,0.1332149460617773,0.34481792717086834
High + Very High,gradient_boosted_trees,1,1,173,138,35,3,"{""model__learning_rate"": 0.02, ""model__max_depth"": 3, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 125, ""model__subsample"": 0.7}",0.013459731530906007,0.01700070402813286,0.2958842266434729,0.5084033613445378
High + Very High,median_baseline,1,2,173,138,35,0,{},0.014705321101764285,0.017729390787443764,-0.009513903513906907,
High + Very High,elastic_net,1,2,173,138,35,3,"{""regressor__regressor__model__alpha"": 0.1, ""regressor__regressor__model__l1_ratio"": 0.5}",0.018494878386675042,0.0329637753081113,-2.4897841796211972,0.5859943977591037
High + Very High,gradient_boosted_trees,1,2,173,138,35,3,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200, ""model__subsample"": 0.7}",0.011429864754002216,0.014676276012542728,0.3082384473024917,0.5700280112044819
High + Very High,median_baseline,1,3,173,138,35,0,{},0.012282259484714285,0.015036792414342054,-0.019174492321926806,
High + Very High,elastic_net,1,3,173,138,35,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.012049166545615348,0.015710072636097343,-0.11248592032335991,0.32184873949579834
High + Very High,gradient_boosted_trees,1,3,173,138,35,3,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200, ""model__subsample"": 0.7}",0.010605352554922383,0.01284039537153324,0.25681843197258714,0.4750700280112045
High + Very High,median_baseline,1,4,173,139,34,0,{},0.012713680338749997,0.015904739477863798,-0.02227114656575324,
High + Very High,elastic_net,1,4,173,139,34,3,"{""regressor__regressor__model__alpha"": 0.1, ""regressor__regressor__model__l1_ratio"": 0.1}",0.012922368223959252,0.015797565723474013,-0.008540459445250503,0.12177234530175705
High + Very High,gradient_boosted_trees,1,4,173,139,34,3,"{""model__learning_rate"": 0.02, ""model__max_depth"": 3, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 200, ""model__subsample"": 0.7}",0.011044996821177312,0.013890075474742278,0.22030958584446014,0.3307868601986249
High + Very High,median_baseline,1,5,173,139,34,0,{},0.011077897451029411,0.015405888704399802,-1.4067739095846576e-06,
High + Very High,elastic_net,1,5,173,139,34,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.010938448210576025,0.01488002625925465,0.0671012868412817,0.2161955691367456
High + Very High,gradient_boosted_trees,1,5,173,139,34,3,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 200, ""model__subsample"": 1.0}",0.011910692107218061,0.014624929802210493,0.09881349604707246,0.30572956455309397
High + Very High,median_baseline,2,1,173,138,35,0,{},0.012704470549642858,0.016410014615767934,-0.0033428213578123867,
High + Very High,elastic_net,2,1,173,138,35,3,"{""regressor__regressor__model__alpha"": 0.1, ""regressor__regressor__model__l1_ratio"": 1.0}",0.012719520367518897,0.01592129506939034,0.055529941650317105,0.17030812324929973
High + Very High,gradient_boosted_trees,2,1,173,138,35,3,"{""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 125, ""model__subsample"": 0.7}",0.011282543562550115,0.014582802668210266,0.20765666313468645,0.3490196078431373
High + Very High,median_baseline,2,2,173,138,35,0,{},0.0128085523913,0.016236728588577973,-0.00478200442819765,
High + Very High,elastic_net,2,2,173,138,35,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.011209151958959487,0.014542608622914526,0.19395475797179806,0.430812324929972
High + Very High,gradient_boosted_trees,2,2,173,138,35,3,"{""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__min_samples_leaf"": 10, ""model__n_estimators"": 300, ""model__subsample"": 0.9}",0.011395804044217816,0.015091474833744085,0.131963167147378,0.3725490196078432
High + Very High,median_baseline,2,3,173,138,35,0,{},0.01367886563805,0.018286644583692356,-0.008976927451903371,
High + Very High,elastic_net,2,3,173,138,35,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.013169930150410585,0.016989556772837144,0.12908196278779294,0.1843137254901961
High + Very High,gradient_boosted_trees,2,3,173,138,35,3,"{""model__learning_rate"": 0.02, ""model__max_depth"": 2, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200, ""model__subsample"": 0.7}",0.011465719851757327,0.014870874370905906,0.3327536658147371,0.5025210084033613
High + Very High,median_baseline,2,4,173,139,34,0,{},0.01164462111617647,0.014975494044577434,-0.03248605940314597,
High + Very High,elastic_net,2,4,173,139,34,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.5}",0.011716372323824801,0.015091547388801889,-0.04855067118365364,
High + Very High,gradient_boosted_trees,2,4,173,139,34,3,"{""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__min_samples_leaf"": 10, ""model__n_estimators"": 75, ""model__subsample"": 0.7}",0.010474805201484737,0.013490591663351856,0.1621160463329273,0.3451489686783804
High + Very High,median_baseline,2,5,173,139,34,0,{},0.015588575224485294,0.01879389657219108,-0.00024233445627941386,
High + Very High,elastic_net,2,5,173,139,34,3,"{""regressor__regressor__model__alpha"": 0.1, ""regressor__regressor__model__l1_ratio"": 1.0}",0.016686980351174302,0.02266181658928811,-0.45432345178985245,0.22016806722689078
High + Very High,gradient_boosted_trees,2,5,173,139,34,3,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200, ""model__subsample"": 0.7}",0.015442960447866815,0.01769274168792269,0.11353449495780588,0.37417876241405656
High + Very High,median_baseline,3,1,173,138,35,0,{},0.013105057091107142,0.01707481985228478,-0.1228389069622493,
High + Very High,elastic_net,3,1,173,138,35,3,"{""regressor__regressor__model__alpha"": 0.1, ""regressor__regressor__model__l1_ratio"": 1.0}",0.012552752774442177,0.020492544493943114,-0.6173237550654198,0.40812324929971994
High + Very High,gradient_boosted_trees,3,1,173,138,35,3,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 300, ""model__subsample"": 1.0}",0.00987016178884284,0.012794864734490492,0.3695123414225251,0.47338935574229696
High + Very High,median_baseline,3,2,173,138,35,0,{},0.01211668477117857,0.014095512060960927,-0.000973770391054174,
High + Very High,elastic_net,3,2,173,138,35,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.011537406800997976,0.013711547981997961,0.05281686243266448,0.19747899159663868
High + Very High,gradient_boosted_trees,3,2,173,138,35,3,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 75, ""model__subsample"": 0.7}",0.012582150543334301,0.014611936532504198,-0.0756637587714426,0.1773109243697479
High + Very High,median_baseline,3,3,173,138,35,0,{},0.01459011454896429,0.017575548777097796,-0.18873653356009323,
High + Very High,elastic_net,3,3,173,138,35,3,"{""regressor__regressor__model__alpha"": 0.1, ""regressor__regressor__model__l1_ratio"": 1.0}",0.014516060082352705,0.017605481041084406,-0.19278896742880214,0.13949579831932774
High + Very High,gradient_boosted_trees,3,3,173,138,35,3,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 300, ""model__subsample"": 1.0}",0.01278582841335082,0.015401754558595751,0.08713150688352067,0.4106442577030813
High + Very High,median_baseline,3,4,173,139,34,0,{},0.014151794598911764,0.018401342434337453,-0.01710885524415562,
High + Very High,elastic_net,3,4,173,139,34,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.013154708373952695,0.01678268818126975,0.15395887908780737,0.4631016042780748
High + Very High,gradient_boosted_trees,3,4,173,139,34,3,"{""model__learning_rate"": 0.02, ""model__max_depth"": 3, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 200, ""model__subsample"": 0.9}",0.010553751348077447,0.013788574086637499,0.4289066084143607,0.7179526355996945
High + Very High,median_baseline,3,5,173,139,34,0,{},0.013377070400602941,0.018461298982874318,-0.006366726831558367,
High + Very High,elastic_net,3,5,173,139,34,3,"{""regressor__regressor__model__alpha"": 1.0, ""regressor__regressor__model__l1_ratio"": 0.1}",0.013600105707009333,0.01804407646467519,0.03860673484632082,0.1333842627960275
High + Very High,gradient_boosted_trees,3,5,173,139,34,3,"{""model__learning_rate"": 0.02, ""model__max_depth"": 2, ""model__min_samples_leaf"": 10, ""model__n_estimators"": 125, ""model__subsample"": 1.0}",0.011530820183667006,0.015945123523566654,0.24926349576564666,0.5398013750954926
