n_clusters,min_cluster_size,max_cluster_share,cluster_size_cv,mean_assignment_confidence,low_confidence_under_0_60_rate,mean_assignment_margin,silhouette_score,davies_bouldin_index,cluster_sizes,k,passes_balance_check,silhouette_rank,davies_bouldin_rank,confidence_rank,balance_penalty,usable_rank_score
5,264,0.2868956743002545,0.3645729188591919,0.9033400372624926,0.06774809160305344,0.8169173983675894,0.07682361117549792,2.44919443126282,"{""0"": 477, ""1"": 785, ""2"": 264, ""3"": 716, ""4"": 902}",5,True,2.0,1.0,2.0,2.6597383132612276,4.3264049799278945
4,150,0.4666030534351145,0.6029212285698686,0.9274114088681398,0.04739185750636132,0.8589942251365542,0.16230319178694647,3.295128438428126,"{""0"": 884, ""1"": 1467, ""2"": 643, ""3"": 150}",4,False,1.0,2.0,1.0,4.3357456560507845,5.669078989384118
