migration_trend_profile,migration_trend_profile_label,county_count,mean_assignment_confidence,pre_avg,post_avg,overall_change,first_year_change,second_year_change,volatility,interpretation
0,Strong post-incident migration gain counties,814,0.8419922216274563,1.2268929192760771,4.328991164424462,3.993236339499714,3.187847964409144,1.8359831629407048,3.08915985252913,"Counties start with net in-migration; by the two-year post-incident window, migration is higher. The incident-year movement is upward, with a rise in year one and a rise in year two."
1,Spike-and-fade migration counties,378,0.8745831136114717,2.910520047439296,3.311923657494823,-0.022042691861311692,2.443873137215589,-3.6832501149563592,4.244632350068095,"Migration rises shortly after the incident, then gives back part of that gain by year two."
2,Volatile migration counties,199,0.9834611943239824,3.401305803052528,4.657127087517017,1.1020928472092848,0.3166542724970586,0.6545560752366877,7.294261932011357,Migration swings materially across the five-year window rather than following one steady direction.
3,Gradual post-incident migration gain counties,689,0.8973497947219132,1.3566825336924444,2.699404110822414,1.2903509688504071,0.9431533307680571,0.6541242061270927,1.4117090768160876,"Counties start with net in-migration; by the two-year post-incident window, migration is higher. The incident-year movement is muted, with little movement in year one and little movement in year two."
